2018-04-23 15:39:57.425500,52,43.873783,-112.72911554999995,100.0,1458.847290039062,4631642.119490528
2018-04-23 15:39:57.973741,51,43.873783,-112.728411,100.0,1458.841064453125,4631599.679666417
2018-04-23 15:39:58.525338,52,43.87382554545455,-112.72911554999995,100.0,1458.837646484375,4631576.379453504
2018-04-23 15:39:59.075496,51,43.87382554545455,-112.728411,100.0,1458.799926757812,4631319.24885327
2018-04-23 15:39:59.698983,52,43.8738680909091,-112.72911554999995,100.0,1458.8291015625,4631518.129177636
2018-04-23 15:40:00.182299,51,43.8738680909091,-112.728411,100.0,1458.768920898438,4631107.891180711
2018-04-23 15:40:00.824989,52,43.87391063636365,-112.72911554999995,100.0,1458.826049804688,4631497.325596458
2018-04-23 15:40:01.376122,51,43.87391063636365,-112.728411,100.0,1458.74658203125,4630955.616791584
2018-04-23 15:40:02.170924,52,43.873953181818194,-112.72911554999995,100.0,1458.825561523438,4631493.997027804
2018-04-23 15:40:02.616225,51,43.873953181818194,-112.728411,100.0,1458.7353515625,4630879.064492436
2018-04-23 15:40:03.225082,52,43.87399572727274,-112.72911554999995,100.0,1458.826049804688,4631497.325596458
2018-04-23 15:40:03.693935,51,43.87399572727274,-112.728411,100.0,1458.749877929688,4630978.083347301
2018-04-23 15:40:04.425006,52,43.87403827272729,-112.72911554999995,100.0,1458.8232421875,4631478.186343035
2018-04-23 15:40:05.392746,51,43.87403827272729,-112.728411,100.0,1458.776733398438,4631161.146202749
2018-04-23 15:40:05.912515,52,43.87403827272729,-112.72917959999995,100.0,1459.026733398438,4632865.468581018
2018-04-23 15:40:06.416586,51,43.87408081818184,-112.728411,100.0,1458.813232421875,4631409.951065703
2018-04-23 15:40:06.925138,52,43.87399572727274,-112.72917959999995,100.0,1458.971435546875,4632488.4601106895
2018-04-23 15:40:07.644712,51,43.874123363636386,-112.728411,100.0,1458.841918945312,4631605.5047288
2018-04-23 15:40:08.102138,52,43.873953181818194,-112.72917959999995,100.0,1458.919677734375,4632135.600739313
2018-04-23 15:40:08.694142,51,43.874165909090934,-112.728411,100.0,1458.873046875,4631817.7059272025
2018-04-23 15:40:09.279937,52,43.87391063636365,-112.72917959999995,100.0,1458.898559570312,4631991.631318482
2018-04-23 15:40:09.825979,51,43.87420845454548,-112.728411,100.0,1458.943359375,4632297.04887823
2018-04-23 15:40:10.424845,52,43.8738680909091,-112.72917959999995,100.0,1458.905151367188,4632036.569510234
2018-04-23 15:40:11.023925,51,43.874251,-112.728411,100.0,1459.181030273438,4633917.511526106
2018-04-23 15:40:11.783732,52,43.87382554545455,-112.72917959999995,100.0,1458.927490234375,4632188.861670034
2018-04-23 15:40:12.258928,51,43.874251,-112.72847504999989,100.0,1458.807250976562,4631369.176566735
